call_id,rep_id,prescriber_id,call_date,feedback_score
13976,REP0354,DOC00166,2026-01-16,8.0
13977,REP0382,DOC02730,2026-02-04,1.0
13978,REP0024,DOC01692,2025-09-17,4.0
13979,REP0122,DOC02623,2025-06-08,3.0
13980,REP0225,DOC04339,2025-06-23,
13981,REP0388,DOC02416,2025-10-09,2.0
13982,REP0393,DOC00627,2025-10-10,
13983,REP0386,DOC02306,2025-07-07,7.0
13984,REP0419,DOC03407,2026-01-24,9.0
13985,REP0123,DOC01132,2025-08-22,5.0
13986,REP0294,DOC03956,2025-10-10,2.0
13987,REP0173,DOC01645,2025-06-08,4.0
13988,REP0143,DOC02295,2025-11-08,4.0
13989,REP0491,DOC04274,2026-02-23,6.0
13990,REP0426,DOC03218,2026-04-01,2.0
13991,REP0387,DOC02086,2025-08-11,3.0
13992,REP0415,DOC04488,2025-12-30,6.0
13993,REP0436,DOC04688,2025-07-08,4.0
13994,REP0169,DOC02842,2025-09-16,6.0
13995,REP0057,DOC00931,2025-12-23,6.0
13996,REP0042,DOC04217,2025-09-21,3.0
13997,REP0309,DOC00337,2026-04-20,7.0
13998,REP0119,DOC02732,2026-03-14,4.0
13999,REP0121,DOC02183,2026-04-09,7.0
14000,REP0312,DOC01260,2026-04-30,9.0
14001,REP0251,DOC01059,2025-07-12,3.0
14002,REP0343,DOC03449,2025-07-07,9.0
14003,REP0332,DOC02417,2025-09-11,2.0
14004,REP0456,DOC00054,2026-01-16,5.0
14005,REP0437,DOC01153,2026-02-05,4.0
14006,REP0341,DOC04377,2026-01-06,10.0
14007,REP0341,DOC04345,2026-02-23,7.0
14008,REP0416,DOC01807,2025-06-23,7.0
14009,REP0337,DOC00587,2025-12-01,3.0
14010,REP0182,DOC04453,2026-02-21,4.0
14011,REP0165,DOC00487,2026-04-28,7.0
14012,REP0472,DOC01709,2026-04-15,3.0
14013,REP0264,DOC04007,2025-11-30,1.0
14014,REP0210,DOC04628,2025-05-24,2.0
14015,REP0011,DOC03031,2026-01-17,5.0
14016,REP0182,DOC04303,2025-06-20,5.0
14017,REP0444,DOC01891,2026-01-30,8.0
14018,REP0251,DOC04381,2025-10-15,3.0
14019,REP0138,DOC01812,2025-09-15,9.0
14020,REP0218,DOC00938,2025-08-15,5.0
14021,REP0239,DOC01871,2025-11-25,10.0
14022,REP0454,DOC02032,2025-07-17,3.0
14023,REP0371,DOC02872,2025-06-07,8.0
14024,REP0337,DOC00883,2025-07-24,2.0
14025,REP0087,DOC02009,2025-08-15,8.0
14026,REP0298,DOC03637,2025-12-06,9.0
14027,REP0293,DOC02558,2025-07-27,8.0
14028,REP0092,DOC04922,2025-11-02,10.0
14029,REP0208,DOC03864,2025-09-29,1.0
14030,REP0204,DOC00061,2026-01-27,9.0
14031,REP0186,DOC02137,2025-06-14,1.0
14032,REP0085,DOC02018,2026-03-07,9.0
14033,REP0315,DOC03150,2026-03-30,10.0
14034,REP0152,DOC03812,2025-11-08,2.0
14035,REP0156,DOC00070,2025-07-19,8.0
14036,REP0293,DOC04781,2026-05-08,9.0
14037,REP0021,DOC02672,2025-11-10,6.0
14038,REP0161,DOC01596,2025-06-20,6.0
14039,REP0386,DOC01255,2025-08-09,3.0
14040,REP0485,DOC02514,2026-04-23,10.0
14041,REP0339,DOC01022,2025-10-02,
14042,REP0156,DOC04528,2026-02-06,8.0
14043,REP0143,DOC04370,2025-12-01,
14044,REP0257,DOC03177,2026-02-15,5.0
14045,REP0107,DOC00233,2025-09-01,7.0
14046,REP0284,DOC01188,2025-06-13,1.0
14047,REP0050,DOC04981,2025-06-25,8.0
14048,REP0035,DOC04899,2025-07-08,3.0
14049,REP0224,DOC04806,2026-01-27,10.0
14050,REP0156,DOC00849,2025-08-21,2.0
14051,REP0393,DOC01630,2025-07-21,7.0
14052,REP0408,DOC01651,2025-10-20,5.0
14053,REP0191,DOC01872,2026-03-14,8.0
14054,REP0388,DOC02302,2025-06-16,1.0
14055,REP0184,DOC00692,2026-02-02,9.0
14056,REP0237,DOC00008,2025-05-29,6.0
14057,REP0297,DOC02083,2025-07-01,8.0
14058,REP0323,DOC04898,2025-11-06,6.0
14059,REP0304,DOC01162,2025-11-28,7.0
14060,REP0342,DOC01704,2025-12-28,8.0
14061,REP0488,DOC03380,2025-12-14,9.0
14062,REP0058,DOC00140,2025-06-12,4.0
14063,REP0039,DOC03433,2025-07-08,3.0
14064,REP0241,DOC02203,2026-03-29,10.0
14065,REP0025,DOC00659,2025-08-25,10.0
14066,REP0316,DOC04409,2026-03-22,2.0
14067,REP0496,DOC04662,2026-01-09,2.0
14068,REP0117,DOC03438,2026-04-12,4.0
14069,REP0342,DOC02749,2025-11-08,8.0
14070,REP0370,DOC00402,2025-12-25,6.0
14071,REP0240,DOC00852,2025-10-20,3.0
14072,REP0175,DOC02709,2026-03-03,4.0
14073,REP0482,DOC03869,2026-05-03,3.0
14074,REP0445,DOC03179,2025-06-12,3.0
14075,REP0340,DOC00783,2025-07-19,9.0
14076,REP0228,DOC00343,2026-02-05,3.0
14077,REP0485,DOC01787,2026-01-23,
14078,REP0487,DOC02904,2026-01-13,2.0
14079,REP0253,DOC04672,2025-08-13,8.0
14080,REP0411,DOC00782,2026-03-09,
14081,REP0380,DOC03749,2026-01-30,3.0
14082,REP0111,DOC01339,2026-01-15,10.0
14083,REP0241,DOC03797,2025-09-26,10.0
14084,REP0224,DOC02871,2026-01-14,9.0
14085,REP0298,DOC00692,2025-08-24,3.0
14086,REP0052,DOC03879,2026-01-13,10.0
14087,REP0221,DOC03917,2025-07-07,2.0
14088,REP0489,DOC00659,2026-03-14,8.0
14089,REP0304,DOC00184,2025-10-08,6.0
14090,REP0288,DOC01204,2026-01-25,4.0
14091,REP0152,DOC02145,2025-10-06,1.0
14092,REP0387,DOC01704,2026-04-03,10.0
14093,REP0118,DOC04432,2026-03-26,6.0
14094,REP0411,DOC03253,2026-01-09,7.0
14095,REP0457,DOC00403,2026-02-04,8.0
14096,REP0424,DOC00236,2025-08-27,7.0
14097,REP0279,DOC00606,2025-11-09,2.0
14098,REP0135,DOC00223,2026-01-18,3.0
14099,REP0209,DOC04011,2025-05-19,1.0
14100,REP0127,DOC00623,2026-03-12,
14101,REP0293,DOC03335,2025-08-21,5.0
14102,REP0007,DOC01834,2025-08-27,9.0
14103,REP0222,DOC02110,2025-12-31,1.0
14104,REP0077,DOC01253,2026-02-21,7.0
14105,REP0338,DOC00239,2026-02-22,4.0
14106,REP0351,DOC03842,2025-09-03,8.0
14107,REP0278,DOC01574,2026-01-08,10.0
14108,REP0334,DOC04703,2026-01-24,2.0
14109,REP0338,DOC02433,2025-10-17,5.0
14110,REP0227,DOC01165,2025-08-24,2.0
14111,REP0401,DOC04668,2025-09-19,
14112,REP0275,DOC00977,2025-09-30,7.0
14113,REP0351,DOC00960,2026-03-23,4.0
14114,REP0295,DOC03179,2026-02-09,9.0
14115,REP0117,DOC02335,2025-10-26,10.0
14116,REP0292,DOC04087,2025-08-09,2.0
14117,REP0271,DOC03425,2025-06-09,7.0
14118,REP0447,DOC03285,2025-08-09,8.0
14119,REP0157,DOC00887,2026-04-10,1.0
14120,REP0060,DOC00694,2026-01-07,1.0
14121,REP0184,DOC00181,2025-07-29,7.0
14122,REP0424,DOC01189,2025-11-19,5.0
14123,REP0144,DOC03168,2025-07-24,7.0
14124,REP0161,DOC03075,2025-08-24,1.0
14125,REP0089,DOC01513,2026-02-05,9.0
14126,REP0016,DOC03277,2025-07-05,2.0
14127,REP0414,DOC02443,2025-09-08,5.0
14128,REP0249,DOC04394,2025-08-11,4.0
14129,REP0098,DOC01190,2026-02-21,5.0
14130,REP0450,DOC03736,2026-05-13,9.0
14131,REP0104,DOC03977,2025-12-18,5.0
14132,REP0300,DOC03474,2026-03-02,4.0
14133,REP0235,DOC04079,2026-03-09,4.0
14134,REP0422,DOC02188,2025-07-20,5.0
14135,REP0307,DOC03375,2025-09-16,10.0
14136,REP0444,DOC02798,2026-03-22,1.0
14137,REP0274,DOC01235,2026-01-23,9.0
14138,REP0261,DOC01653,2025-09-30,1.0
14139,REP0239,DOC00010,2025-10-31,7.0
14140,REP0424,DOC03572,2026-02-11,4.0
14141,REP0262,DOC04167,2025-07-25,9.0
14142,REP0332,DOC03703,2025-06-25,10.0
14143,REP0115,DOC02308,2025-08-27,1.0
14144,REP0268,DOC04324,2026-01-28,4.0
14145,REP0012,DOC00778,2026-02-14,
14146,REP0073,DOC04476,2025-09-28,2.0
14147,REP0362,DOC02380,2026-01-12,5.0
14148,REP0406,DOC00926,2026-04-15,10.0
14149,REP0305,DOC03641,2025-11-04,7.0
14150,REP0178,DOC02465,2026-03-22,10.0
14151,REP0464,DOC00165,2026-04-24,10.0
14152,REP0260,DOC02898,2025-12-31,3.0
14153,REP0434,DOC03268,2025-05-27,8.0
14154,REP0259,DOC04335,2025-07-03,4.0
14155,REP0400,DOC02327,2025-07-30,5.0
14156,REP0270,DOC04090,2025-12-20,
14157,REP0320,DOC02118,2025-10-08,7.0
14158,REP0120,DOC01799,2026-02-23,8.0
14159,REP0169,DOC04115,2025-10-21,1.0
14160,REP0486,DOC02286,2025-12-22,10.0
14161,REP0068,DOC03445,2026-02-15,7.0
14162,REP0059,DOC03387,2026-04-08,8.0
14163,REP0130,DOC02118,2025-07-04,2.0
14164,REP0375,DOC00198,2025-09-22,1.0
14165,REP0266,DOC03334,2025-08-24,9.0
14166,REP0075,DOC02892,2025-11-18,9.0
14167,REP0487,DOC00194,2025-10-12,3.0
14168,REP0090,DOC00132,2025-05-24,10.0
14169,REP0357,DOC01094,2025-09-15,9.0
14170,REP0154,DOC00767,2025-06-06,1.0
14171,REP0388,DOC03769,2025-09-09,1.0
14172,REP0218,DOC02794,2026-03-31,
14173,REP0486,DOC01469,2025-12-25,7.0
14174,REP0028,DOC02419,2025-10-06,4.0
14175,REP0130,DOC00230,2026-03-26,9.0
14176,REP0066,DOC04851,2026-01-07,6.0
14177,REP0144,DOC03645,2025-06-02,8.0
14178,REP0380,DOC03400,2026-01-18,7.0
14179,REP0313,DOC03285,2026-04-09,9.0
14180,REP0407,DOC02231,2025-06-30,
14181,REP0407,DOC02403,2026-03-01,9.0
14182,REP0461,DOC04661,2026-05-08,2.0
14183,REP0277,DOC01619,2025-06-26,1.0
14184,REP0103,DOC00814,2026-03-29,9.0
14185,REP0409,DOC03249,2025-06-01,9.0
14186,REP0314,DOC04547,2025-11-23,3.0
14187,REP0037,DOC00487,2025-09-03,
14188,REP0249,DOC01691,2025-11-22,8.0
14189,REP0433,DOC03321,2026-01-20,2.0
14190,REP0461,DOC02001,2026-05-05,3.0
14191,REP0399,DOC04303,2025-05-22,
14192,REP0156,DOC01268,2025-06-20,
14193,REP0451,DOC00679,2026-02-05,9.0
14194,REP0471,DOC02262,2025-10-02,7.0
14195,REP0132,DOC01108,2025-05-19,9.0
14196,REP0047,DOC03107,2025-12-20,7.0
14197,REP0434,DOC02863,2025-11-08,6.0
14198,REP0444,DOC04165,2026-02-22,5.0
14199,REP0446,DOC02242,2025-10-30,2.0
14200,REP0195,DOC02345,2025-05-27,8.0
14201,REP0103,DOC00557,2025-10-14,4.0
14202,REP0328,DOC03348,2026-03-27,8.0
14203,REP0171,DOC01656,2025-07-23,6.0
14204,REP0089,DOC00967,2026-02-04,10.0
14205,REP0246,DOC00292,2025-07-15,6.0
14206,REP0058,DOC04699,2026-02-27,3.0
14207,REP0105,DOC04422,2025-12-18,7.0
14208,REP0180,DOC01176,2026-01-27,
14209,REP0460,DOC00676,2025-08-24,
14210,REP0069,DOC03284,2025-10-07,6.0
14211,REP0481,DOC00181,2025-05-23,6.0
14212,REP0302,DOC00361,2025-11-08,8.0
14213,REP0153,DOC02472,2025-07-12,9.0
14214,REP0025,DOC00610,2026-01-29,6.0
14215,REP0377,DOC00330,2025-11-18,3.0
14216,REP0035,DOC01250,2026-02-28,5.0
14217,REP0445,DOC04259,2026-03-14,1.0
14218,REP0015,DOC01856,2025-11-03,1.0
14219,REP0106,DOC00813,2026-03-23,10.0
14220,REP0218,DOC00493,2025-05-28,10.0
14221,REP0384,DOC01830,2025-06-20,1.0
14222,REP0074,DOC00471,2025-07-16,9.0
14223,REP0344,DOC01381,2025-05-25,10.0
14224,REP0419,DOC04437,2026-04-20,2.0
14225,REP0285,DOC02203,2025-11-18,10.0
14226,REP0038,DOC04856,2025-09-12,1.0
14227,REP0197,DOC03265,2025-09-27,5.0
14228,REP0280,DOC02633,2026-03-19,8.0
14229,REP0275,DOC03331,2025-07-22,5.0
14230,REP0174,DOC03302,2025-10-24,5.0
14231,REP0305,DOC04322,2025-09-19,10.0
14232,REP0044,DOC03294,2025-12-03,
14233,REP0457,DOC01040,2025-09-29,7.0
14234,REP0154,DOC03869,2025-12-18,1.0
14235,REP0153,DOC01990,2025-06-28,2.0
14236,REP0291,DOC02766,2025-12-03,5.0
14237,REP0498,DOC02506,2025-09-05,7.0
14238,REP0420,DOC02264,2026-02-08,7.0
14239,REP0142,DOC00612,2026-02-11,8.0
14240,REP0256,DOC02584,2026-04-15,6.0
14241,REP0312,DOC01799,2025-10-15,3.0
14242,REP0134,DOC04529,2026-03-21,8.0
14243,REP0032,DOC04336,2025-08-09,1.0
14244,REP0026,DOC04072,2025-07-12,3.0
14245,REP0399,DOC04912,2026-04-26,8.0
14246,REP0255,DOC00102,2025-08-17,
14247,REP0433,DOC00665,2025-11-22,5.0
14248,REP0223,DOC03115,2025-08-20,5.0
14249,REP0056,DOC01591,2025-06-08,7.0
14250,REP0293,DOC02369,2025-11-12,
14251,REP0125,DOC04509,2025-06-12,10.0
14252,REP0230,DOC00928,2025-07-05,2.0
14253,REP0053,DOC04037,2025-10-31,2.0
14254,REP0442,DOC04130,2025-11-15,7.0
14255,REP0101,DOC01851,2025-06-04,3.0
14256,REP0467,DOC00445,2025-12-12,10.0
14257,REP0334,DOC04276,2025-12-25,2.0
14258,REP0292,DOC01855,2025-10-14,5.0
14259,REP0357,DOC01690,2025-06-01,2.0
14260,REP0267,DOC00717,2025-08-10,5.0
14261,REP0283,DOC00969,2025-06-06,8.0
14262,REP0002,DOC04408,2025-05-21,6.0
14263,REP0022,DOC04102,2025-09-21,1.0
14264,REP0066,DOC02596,2025-06-02,
14265,REP0212,DOC00638,2026-03-12,
14266,REP0236,DOC04554,2025-07-01,4.0
14267,REP0368,DOC01765,2026-03-21,4.0
14268,REP0017,DOC02619,2025-12-17,9.0
14269,REP0388,DOC03552,2025-12-31,10.0
14270,REP0014,DOC02116,2025-10-31,6.0
14271,REP0007,DOC00120,2025-05-31,10.0
14272,REP0335,DOC00848,2025-07-22,7.0
14273,REP0222,DOC00875,2025-08-11,2.0
14274,REP0400,DOC02995,2025-09-08,
14275,REP0104,DOC03058,2025-08-04,10.0
14276,REP0450,DOC03317,2026-03-18,1.0
14277,REP0403,DOC03652,2025-10-01,5.0
14278,REP0001,DOC01865,2025-05-21,7.0
14279,REP0287,DOC01321,2025-06-18,6.0
14280,REP0384,DOC01739,2025-08-15,6.0
14281,REP0247,DOC04021,2026-03-16,6.0
14282,REP0388,DOC00934,2026-03-02,4.0
14283,REP0091,DOC02676,2026-04-22,7.0
14284,REP0314,DOC03677,2025-10-31,6.0
14285,REP0312,DOC02662,2026-01-19,5.0
14286,REP0437,DOC01372,2026-02-23,7.0
14287,REP0473,DOC00275,2026-04-24,7.0
14288,REP0214,DOC02678,2025-12-17,2.0
14289,REP0043,DOC03137,2026-01-09,5.0
14290,REP0074,DOC00069,2026-04-06,7.0
14291,REP0242,DOC02775,2026-04-28,8.0
14292,REP0481,DOC04405,2025-12-27,9.0
14293,REP0049,DOC02195,2025-09-05,4.0
14294,REP0368,DOC00578,2025-10-07,5.0
14295,REP0364,DOC04272,2025-06-07,8.0
14296,REP0316,DOC02249,2025-08-08,8.0
14297,REP0222,DOC03408,2025-07-20,2.0
14298,REP0350,DOC03199,2026-05-02,1.0
14299,REP0144,DOC01175,2025-08-31,10.0
14300,REP0329,DOC01185,2025-10-17,10.0
14301,REP0209,DOC00230,2025-07-17,4.0
14302,REP0099,DOC01946,2025-11-14,2.0
14303,REP0188,DOC03985,2025-11-10,10.0
14304,REP0114,DOC01205,2026-04-07,3.0
14305,REP0175,DOC00846,2026-04-05,2.0
14306,REP0271,DOC03789,2026-01-01,4.0
14307,REP0063,DOC00427,2025-10-24,8.0
14308,REP0496,DOC03154,2025-07-22,9.0
14309,REP0284,DOC01428,2026-05-03,7.0
14310,REP0404,DOC00478,2025-05-17,2.0
14311,REP0225,DOC01955,2025-08-24,7.0
14312,REP0447,DOC01057,2025-12-21,
14313,REP0161,DOC04846,2026-03-05,6.0
14314,REP0036,DOC02641,2025-07-29,4.0
14315,REP0381,DOC02915,2025-10-25,1.0
14316,REP0141,DOC03532,2026-03-02,10.0
14317,REP0318,DOC00514,2026-02-01,10.0
14318,REP0196,DOC03490,2026-01-25,1.0
14319,REP0151,DOC04428,2025-09-13,
14320,REP0456,DOC01440,2026-01-29,7.0
14321,REP0269,DOC00533,2026-05-09,1.0
14322,REP0344,DOC02053,2025-11-04,2.0
14323,REP0040,DOC03927,2025-10-03,9.0
14324,REP0238,DOC04400,2026-02-17,10.0
14325,REP0414,DOC02912,2025-09-08,4.0
14326,REP0380,DOC03269,2025-07-31,4.0
14327,REP0222,DOC01278,2026-03-27,10.0
14328,REP0281,DOC00867,2025-08-06,6.0
14329,REP0225,DOC02886,2025-07-19,5.0
14330,REP0457,DOC02054,2026-02-19,9.0
14331,REP0154,DOC04238,2025-09-10,3.0
14332,REP0280,DOC04471,2025-05-21,8.0
14333,REP0353,DOC01707,2025-12-21,1.0
14334,REP0039,DOC02157,2026-04-09,
14335,REP0217,DOC02258,2026-03-04,8.0
14336,REP0244,DOC01226,2025-12-17,9.0
14337,REP0109,DOC01434,2025-09-09,10.0
14338,REP0463,DOC02050,2025-08-31,1.0
14339,REP0061,DOC01822,2026-04-18,1.0
14340,REP0489,DOC02791,2026-04-04,
14341,REP0496,DOC02814,2025-06-13,2.0
14342,REP0433,DOC01135,2026-05-05,6.0
14343,REP0425,DOC01977,2025-12-05,8.0
14344,REP0198,DOC01257,2026-03-22,10.0
14345,REP0276,DOC02235,2025-06-27,6.0
14346,REP0172,DOC03014,2026-03-08,9.0
14347,REP0272,DOC04984,2026-03-14,8.0
14348,REP0405,DOC04307,2026-02-13,7.0
14349,REP0271,DOC02370,2026-03-23,5.0
14350,REP0423,DOC00207,2025-09-26,1.0
14351,REP0042,DOC03979,2025-10-23,2.0
14352,REP0189,DOC01114,2025-11-24,
14353,REP0260,DOC04161,2025-06-29,1.0
14354,REP0152,DOC01023,2026-02-21,5.0
14355,REP0131,DOC02525,2026-04-24,3.0
14356,REP0114,DOC01465,2026-04-08,8.0
14357,REP0385,DOC00370,2025-09-21,2.0
14358,REP0222,DOC02721,2026-05-06,3.0
14359,REP0397,DOC02702,2025-07-31,9.0
14360,REP0054,DOC04528,2025-08-06,2.0
14361,REP0338,DOC02287,2025-10-04,9.0
14362,REP0296,DOC04389,2026-03-23,9.0
14363,REP0383,DOC01842,2025-05-19,
14364,REP0395,DOC04797,2026-01-22,5.0
14365,REP0042,DOC00325,2025-11-17,10.0
14366,REP0093,DOC04526,2025-12-10,2.0
14367,REP0260,DOC04450,2025-08-04,1.0
14368,REP0281,DOC01679,2026-01-03,3.0
14369,REP0356,DOC01520,2026-04-01,8.0
14370,REP0420,DOC04389,2025-06-17,2.0
14371,REP0192,DOC02843,2025-11-03,5.0
14372,REP0125,DOC02672,2026-04-23,4.0
14373,REP0428,DOC01281,2025-08-10,9.0
14374,REP0296,DOC04477,2025-07-17,10.0
14375,REP0348,DOC00225,2026-01-15,5.0
14376,REP0429,DOC00903,2026-03-07,1.0
14377,REP0392,DOC04767,2025-07-19,7.0
14378,REP0341,DOC00607,2026-05-02,9.0
14379,REP0035,DOC04539,2026-04-17,6.0
14380,REP0428,DOC04278,2026-01-23,10.0
14381,REP0402,DOC03572,2025-12-15,
14382,REP0047,DOC00442,2026-03-16,9.0
14383,REP0153,DOC02656,2025-06-04,7.0
14384,REP0238,DOC04363,2025-07-16,5.0
14385,REP0425,DOC03607,2026-04-01,3.0
14386,REP0005,DOC02978,2026-04-09,4.0
14387,REP0448,DOC00801,2025-10-19,4.0
14388,REP0446,DOC02513,2026-01-29,7.0
14389,REP0125,DOC00993,2025-11-27,9.0
14390,REP0367,DOC02180,2025-09-19,2.0
14391,REP0328,DOC00925,2025-08-31,10.0
14392,REP0087,DOC02026,2025-12-24,2.0
14393,REP0003,DOC01775,2026-05-04,4.0
14394,REP0492,DOC04971,2025-10-25,8.0
14395,REP0165,DOC02151,2025-06-02,10.0
14396,REP0223,DOC04778,2026-01-06,1.0
14397,REP0349,DOC03027,2025-07-14,6.0
14398,REP0297,DOC03257,2025-06-02,1.0
14399,REP0404,DOC02114,2026-04-18,9.0
14400,REP0451,DOC02183,2025-10-15,5.0
14401,REP0343,DOC04153,2025-07-15,3.0
14402,REP0424,DOC00790,2025-11-10,
14403,REP0341,DOC00694,2026-02-10,4.0
14404,REP0461,DOC01684,2026-04-17,10.0
14405,REP0392,DOC03908,2025-07-01,6.0
14406,REP0389,DOC02947,2025-12-20,8.0
14407,REP0025,DOC04562,2025-11-23,9.0
14408,REP0039,DOC01024,2025-12-22,4.0
14409,REP0421,DOC01466,2025-12-02,5.0
14410,REP0381,DOC00027,2025-11-20,8.0
14411,REP0105,DOC00772,2025-10-12,3.0
14412,REP0005,DOC04315,2026-01-17,
14413,REP0136,DOC03804,2025-05-19,10.0
14414,REP0492,DOC01878,2025-12-11,
14415,REP0004,DOC01194,2025-06-28,5.0
14416,REP0169,DOC01437,2025-08-27,8.0
14417,REP0316,DOC01616,2025-08-15,10.0
14418,REP0310,DOC02467,2025-12-05,2.0
14419,REP0406,DOC03859,2025-11-03,9.0
14420,REP0078,DOC03188,2026-03-13,
14421,REP0019,DOC01999,2025-11-22,2.0
14422,REP0205,DOC03017,2026-05-10,8.0
14423,REP0355,DOC02509,2025-08-14,8.0
14424,REP0324,DOC01003,2026-04-30,8.0
14425,REP0033,DOC00149,2025-08-24,2.0
14426,REP0150,DOC01902,2026-01-10,8.0
14427,REP0193,DOC02241,2026-03-24,5.0
14428,REP0139,DOC03305,2025-09-20,4.0
14429,REP0272,DOC01741,2025-10-10,2.0
14430,REP0196,DOC04258,2026-04-28,9.0
14431,REP0127,DOC03024,2026-01-08,3.0
14432,REP0349,DOC04649,2025-08-30,
14433,REP0231,DOC04417,2026-01-30,4.0
14434,REP0044,DOC00380,2025-12-29,
14435,REP0230,DOC02811,2025-08-01,4.0
14436,REP0216,DOC01814,2025-06-16,5.0
14437,REP0244,DOC00701,2026-04-24,8.0
14438,REP0009,DOC01150,2026-04-17,4.0
14439,REP0250,DOC00581,2026-03-02,2.0
14440,REP0200,DOC01546,2025-07-12,10.0
14441,REP0334,DOC04035,2026-01-20,2.0
14442,REP0079,DOC01270,2026-03-31,10.0
14443,REP0245,DOC00412,2026-01-26,9.0
14444,REP0190,DOC01797,2025-06-12,10.0
14445,REP0086,DOC02604,2025-08-12,6.0
14446,REP0485,DOC04445,2026-04-25,1.0
14447,REP0271,DOC01821,2025-11-22,10.0
14448,REP0262,DOC01486,2025-10-27,2.0
14449,REP0001,DOC01316,2025-05-27,9.0
14450,REP0020,DOC03363,2025-05-29,8.0
14451,REP0489,DOC04465,2025-07-04,9.0
14452,REP0420,DOC01296,2025-08-20,6.0
14453,REP0130,DOC02192,2025-11-30,3.0
14454,REP0326,DOC01577,2026-04-07,4.0
14455,REP0258,DOC04616,2025-10-24,7.0
14456,REP0131,DOC01334,2026-03-26,8.0
14457,REP0007,DOC02424,2025-06-06,10.0
14458,REP0340,DOC02825,2026-05-03,9.0
14459,REP0241,DOC03046,2026-03-05,10.0
14460,REP0192,DOC03266,2025-12-28,8.0
14461,REP0425,DOC00511,2025-06-25,2.0
14462,REP0310,DOC02369,2025-09-14,2.0
14463,REP0297,DOC01500,2026-02-07,5.0
14464,REP0115,DOC00856,2026-03-17,2.0
14465,REP0389,DOC01951,2025-09-24,1.0
14466,REP0473,DOC04028,2026-02-01,
14467,REP0102,DOC03317,2025-11-01,4.0
14468,REP0338,DOC00587,2025-05-24,1.0
14469,REP0319,DOC00362,2025-05-18,4.0
14470,REP0001,DOC01673,2025-09-07,4.0
14471,REP0025,DOC04812,2025-09-14,6.0
14472,REP0209,DOC01007,2026-04-12,10.0
14473,REP0430,DOC04669,2025-11-05,5.0
14474,REP0143,DOC04048,2025-10-10,9.0
14475,REP0197,DOC03334,2025-11-18,10.0
14476,REP0145,DOC04397,2025-07-16,8.0
14477,REP0149,DOC02597,2026-02-08,6.0
14478,REP0181,DOC01882,2025-08-09,6.0
14479,REP0055,DOC03273,2025-08-12,6.0
14480,REP0471,DOC04710,2026-03-24,
14481,REP0363,DOC04067,2026-01-17,5.0
14482,REP0138,DOC03993,2025-11-14,4.0
14483,REP0209,DOC02610,2025-11-14,2.0
14484,REP0185,DOC04604,2025-07-25,5.0
14485,REP0065,DOC00891,2025-08-28,1.0
14486,REP0037,DOC02847,2025-09-16,9.0
14487,REP0112,DOC01696,2026-01-26,10.0
14488,REP0263,DOC04979,2025-05-16,9.0
14489,REP0076,DOC00816,2026-03-02,9.0
14490,REP0296,DOC00499,2025-12-07,2.0
14491,REP0178,DOC01681,2026-03-23,3.0
14492,REP0254,DOC03261,2026-02-18,8.0
14493,REP0001,DOC01337,2025-10-10,2.0
14494,REP0148,DOC04550,2026-04-17,
14495,REP0364,DOC00249,2026-04-24,9.0
14496,REP0159,DOC01697,2025-09-07,7.0
14497,REP0324,DOC00659,2026-04-03,3.0
14498,REP0474,DOC04771,2025-10-27,
14499,REP0268,DOC00689,2025-11-14,9.0
14500,REP0150,DOC02278,2026-05-01,5.0
14501,REP0129,DOC01700,2026-04-22,8.0
14502,REP0126,DOC00224,2025-09-06,8.0
14503,REP0001,DOC01760,2026-01-04,1.0
14504,REP0387,DOC03816,2026-04-04,2.0
14505,REP0117,DOC00054,2026-03-21,7.0
14506,REP0460,DOC00700,2025-06-12,1.0
14507,REP0149,DOC00586,2025-07-10,4.0
14508,REP0269,DOC03372,2026-03-17,7.0
14509,REP0189,DOC04385,2025-08-16,10.0
14510,REP0141,DOC01452,2025-05-17,5.0
14511,REP0105,DOC00311,2026-03-11,2.0
14512,REP0466,DOC02506,2025-08-18,3.0
14513,REP0252,DOC01123,2026-03-07,8.0
14514,REP0417,DOC00342,2025-12-10,1.0
14515,REP0390,DOC04659,2025-07-17,5.0
14516,REP0281,DOC00983,2025-12-05,3.0
14517,REP0407,DOC03719,2025-06-02,9.0
14518,REP0344,DOC03797,2025-05-19,6.0
14519,REP0101,DOC01409,2026-05-07,5.0
14520,REP0282,DOC00457,2025-07-10,3.0
14521,REP0388,DOC01650,2026-03-27,4.0
14522,REP0358,DOC01711,2026-03-16,8.0
14523,REP0163,DOC01583,2025-08-19,1.0
14524,REP0497,DOC00365,2025-07-19,7.0
14525,REP0203,DOC01169,2025-08-23,1.0
14526,REP0100,DOC00145,2026-03-18,1.0
14527,REP0281,DOC01067,2026-01-21,4.0
14528,REP0404,DOC00972,2026-04-30,2.0
14529,REP0257,DOC01577,2025-12-24,1.0
14530,REP0094,DOC04225,2025-10-29,8.0
14531,REP0324,DOC04154,2025-07-21,
14532,REP0279,DOC04150,2026-01-01,10.0
14533,REP0227,DOC01248,2026-03-22,7.0
14534,REP0362,DOC03787,2025-07-13,
14535,REP0150,DOC00133,2025-06-27,2.0
14536,REP0351,DOC03646,2025-05-31,10.0
14537,REP0062,DOC01267,2025-10-11,10.0
14538,REP0129,DOC00210,2025-07-08,6.0
14539,REP0187,DOC04338,2026-02-20,3.0
