call_id,rep_id,prescriber_id,call_date,feedback_score,territory_id
3832,REP0316,DOC01631,2026-01-07,2.0,75
3833,REP0396,DOC04081,2025-11-16,9.0,8
3834,REP0237,DOC04304,2025-08-03,6.0,63
3835,REP0032,DOC01167,2025-10-26,9.0,2
3836,REP0209,DOC00413,2025-09-16,6.0,28
3837,REP0132,DOC01619,2026-03-31,5.0,5
3838,REP0106,DOC02778,2026-04-17,8.0,16
3839,REP0033,DOC00740,2026-04-23,2.0,32
3840,REP0043,DOC04900,2025-10-25,1.0,12
3841,REP0368,DOC04515,2026-03-01,7.0,78
3842,REP0107,DOC00919,2025-09-22,6.0,57
3843,REP0265,DOC02249,2026-05-13,4.0,65
3844,REP0226,DOC04083,2026-02-13,5.0,66
3845,REP0487,DOC04176,2026-04-11,6.0,75
3846,REP0179,DOC01504,2025-11-17,7.0,75
3847,REP0222,DOC03228,2025-12-25,2.0,6
3848,REP0370,DOC00828,2025-07-29,7.0,26
3849,REP0125,DOC03232,2025-10-05,10.0,13
3850,REP0276,DOC02874,2025-09-24,7.0,65
3851,REP0167,DOC01618,2025-12-30,6.0,33
3852,REP0151,DOC01186,2025-07-28,6.0,39
3853,REP0041,DOC01685,2026-02-12,8.0,51
3854,REP0300,DOC00510,2025-07-01,1.0,51
3855,REP0381,DOC00695,2025-07-06,8.0,28
3856,REP0035,DOC03280,2026-01-21,7.0,12
3857,REP0407,DOC04017,2025-06-23,2.0,70
3858,REP0314,DOC02069,2026-01-27,1.0,77
3859,REP0304,DOC01247,2025-06-09,8.0,10
3860,REP0231,DOC00400,2026-03-25,4.0,33
3861,REP0215,DOC02608,2025-12-02,10.0,73
3862,REP0314,DOC04585,2025-07-12,10.0,77
3863,REP0101,DOC00288,2025-08-13,9.0,12
3864,REP0057,DOC01404,2025-07-01,4.0,8
3865,REP0215,DOC04533,2025-10-23,8.0,73
3866,REP0423,DOC02178,2025-10-03,8.0,40
3867,REP0156,DOC00441,2025-07-19,1.0,20
3868,REP0064,DOC04886,2025-07-18,5.0,75
3870,REP0339,DOC02513,2025-09-27,4.0,22
3871,REP0369,DOC00186,2026-03-04,9.0,2
3872,REP0368,DOC04258,2026-02-10,3.0,78
3873,REP0062,DOC03271,2025-11-01,8.0,68
3874,REP0094,DOC02449,2025-09-13,9.0,9
3875,REP0469,DOC03544,2026-01-26,8.0,40
3876,REP0472,DOC01480,2025-09-16,4.0,63
3877,REP0341,DOC04887,2025-05-27,2.0,70
3878,REP0026,DOC03063,2026-04-28,10.0,1
3879,REP0435,DOC04641,2025-07-05,7.0,66
3880,REP0121,DOC02461,2025-08-06,6.0,58
3881,REP0050,DOC02579,2025-10-22,6.0,44
3882,REP0371,DOC01145,2025-06-28,3.0,14
3883,REP0252,DOC04165,2026-03-13,4.0,53
3884,REP0036,DOC00635,2025-05-21,2.0,50
3885,REP0410,DOC01304,2025-09-02,5.0,22
3887,REP0379,DOC00533,2025-06-18,7.0,15
3888,REP0100,DOC01882,2025-05-13,5.0,69
3889,REP0324,DOC02698,2026-04-18,5.0,4
3890,REP0329,DOC04650,2025-05-17,6.0,27
3891,REP0136,DOC00953,2026-03-23,6.0,8
3892,REP0194,DOC02806,2025-09-08,2.0,57
3893,REP0221,DOC00570,2026-05-03,2.0,35
3895,REP0326,DOC02823,2025-06-01,3.0,25
3896,REP0055,DOC03216,2025-10-06,2.0,2
3897,REP0427,DOC00980,2026-04-25,9.0,66
3898,REP0484,DOC04131,2025-06-01,10.0,60
3899,REP0110,DOC03542,2025-11-18,5.0,42
3900,REP0149,DOC02574,2025-07-27,6.0,74
3901,REP0406,DOC03387,2025-08-10,8.0,59
3902,REP0265,DOC03556,2025-07-17,5.0,65
3903,REP0162,DOC02878,2025-12-22,7.0,77
3904,REP0187,DOC01738,2025-11-06,2.0,14
3906,REP0129,DOC02882,2025-10-14,10.0,50
3907,REP0484,DOC02704,2025-07-19,7.0,60
3908,REP0108,DOC02536,2026-02-17,5.0,39
3910,REP0425,DOC02401,2025-07-22,9.0,24
3912,REP0406,DOC03956,2025-07-21,2.0,59
3913,REP0068,DOC03553,2025-06-10,10.0,36
3914,REP0432,DOC00979,2026-01-10,6.0,51
3915,REP0066,DOC00403,2026-02-20,6.0,36
3916,REP0144,DOC02805,2026-01-24,8.0,31
3917,REP0464,DOC01515,2026-01-20,1.0,23
3918,REP0053,DOC01548,2026-04-25,2.0,12
3919,REP0128,DOC00394,2026-05-04,4.0,9
3920,REP0470,DOC02631,2025-07-19,10.0,2
3921,REP0491,DOC00104,2025-07-11,2.0,35
3922,REP0321,DOC01744,2026-02-25,5.0,16
3924,REP0320,DOC04714,2026-05-03,7.0,75
3927,REP0447,DOC04391,2025-08-07,3.0,19
3929,REP0210,DOC00194,2025-08-29,4.0,41
3930,REP0337,DOC04407,2025-11-27,6.0,42
3931,REP0327,DOC04716,2025-07-17,1.0,67
3932,REP0370,DOC01127,2025-11-09,1.0,26
3933,REP0429,DOC04019,2025-09-25,8.0,4
3934,REP0052,DOC00250,2025-06-21,6.0,13
3935,REP0116,DOC03468,2025-06-28,9.0,75
3936,REP0381,DOC02830,2026-01-27,10.0,28
3937,REP0458,DOC04392,2026-03-18,1.0,3
3938,REP0383,DOC00238,2026-02-14,7.0,39
3939,REP0065,DOC03721,2025-08-15,1.0,29
3940,REP0130,DOC04010,2025-08-09,7.0,27
3941,REP0177,DOC04906,2026-04-24,7.0,21
3942,REP0278,DOC02337,2025-09-21,8.0,5
3943,REP0480,DOC02585,2026-02-20,5.5,35
3944,REP0413,DOC01766,2026-01-23,8.0,70
3945,REP0163,DOC03918,2025-06-23,5.0,62
3946,REP0465,DOC04617,2025-11-14,5.0,10
3947,REP0332,DOC01143,2025-10-25,5.0,61
3948,REP0152,DOC02167,2025-10-19,8.0,67
3949,REP0350,DOC01115,2026-05-04,7.0,27
3950,REP0236,DOC02220,2025-06-09,5.0,26
3952,REP0468,DOC01140,2026-03-31,6.0,13
3953,REP0426,DOC04663,2026-03-23,5.0,6
3954,REP0327,DOC04572,2025-08-26,5.0,67
3955,REP0106,DOC03517,2026-02-03,2.0,16
3956,REP0306,DOC01977,2025-05-27,10.0,17
3957,REP0255,DOC01597,2025-12-05,7.0,74
3958,REP0358,DOC01146,2026-03-28,5.0,26
3959,REP0455,DOC01628,2026-04-02,2.0,37
3960,REP0444,DOC01859,2026-03-16,4.0,70
3961,REP0113,DOC01246,2026-01-07,1.0,14
3962,REP0030,DOC01483,2025-09-24,8.0,24
3963,REP0012,DOC01522,2026-01-14,5.0,69
3964,REP0177,DOC00370,2026-02-15,6.0,21
3965,REP0479,DOC04856,2026-01-27,1.0,38
3966,REP0338,DOC03193,2025-11-25,8.0,61
3967,REP0046,DOC03233,2025-09-01,5.0,33
3968,REP0171,DOC01786,2026-01-15,7.0,44
3970,REP0245,DOC03704,2026-01-10,5.0,55
3971,REP0353,DOC04473,2025-09-17,9.0,47
3972,REP0203,DOC02573,2025-09-19,7.0,8
3973,REP0226,DOC02116,2026-04-11,6.0,66
3974,REP0080,DOC01903,2025-05-30,4.0,55
3975,REP0310,DOC04080,2025-09-14,5.0,34
3976,REP0035,DOC01157,2026-04-12,5.0,12
3977,REP0052,DOC01086,2026-04-24,1.0,13
3978,REP0161,DOC00161,2026-04-19,2.0,3
3979,REP0469,DOC00759,2026-01-02,3.0,40
3980,REP0084,DOC02749,2025-11-22,5.0,17
3981,REP0328,DOC00830,2025-09-30,8.0,67
3982,REP0435,DOC00849,2026-02-11,5.0,66
3983,REP0026,DOC01977,2025-09-29,5.0,1
3984,REP0225,DOC04345,2025-10-10,6.0,25
3985,REP0446,DOC01530,2026-04-23,9.0,68
3986,REP0317,DOC02250,2025-11-18,9.0,23
3987,REP0154,DOC02893,2026-03-12,9.0,13
3988,REP0293,DOC03625,2026-01-16,5.0,79
3989,REP0414,DOC01678,2026-03-31,5.0,4
3990,REP0095,DOC04106,2025-05-13,7.0,71
3991,REP0225,DOC04811,2026-03-09,3.0,25
3992,REP0267,DOC04455,2025-10-05,1.0,34
3994,REP0041,DOC02172,2026-04-05,4.0,51
3995,REP0133,DOC00630,2025-10-06,9.0,29
3997,REP0397,DOC00278,2025-12-22,6.0,40
3998,REP0447,DOC01024,2025-11-16,4.0,19
3999,REP0210,DOC04172,2025-06-06,6.0,41
4000,REP0474,DOC04622,2026-02-03,2.0,17
4001,REP0153,DOC04714,2025-12-23,2.0,45
4002,REP0172,DOC01200,2025-06-01,7.0,45
4003,REP0398,DOC01718,2025-07-05,5.0,42
4004,REP0325,DOC01981,2025-08-02,6.0,56
4005,REP0059,DOC01591,2025-09-20,4.0,74
4006,REP0184,DOC00270,2026-01-06,1.0,18
4007,REP0490,DOC04098,2025-12-16,5.0,76
4008,REP0180,DOC02621,2025-09-21,1.0,36
4009,REP0322,DOC01387,2025-12-21,8.0,8
4010,REP0324,DOC00535,2025-09-15,5.0,4
4011,REP0012,DOC01609,2025-12-13,10.0,69
4013,REP0068,DOC04633,2026-04-28,4.0,36
4014,REP0427,DOC02915,2025-09-24,6.0,66
4015,REP0329,DOC00464,2025-08-19,5.5,27
4016,REP0202,DOC00023,2025-08-27,6.0,28
4017,REP0475,DOC00689,2025-09-27,7.0,9
4018,REP0006,DOC04067,2026-03-23,1.0,57
4019,REP0015,DOC04224,2025-06-12,10.0,48
4020,REP0042,DOC01287,2026-03-05,2.0,43
4021,REP0031,DOC03861,2026-04-06,5.0,80
4022,REP0470,DOC02083,2026-03-06,3.0,2
4023,REP0181,DOC02535,2025-11-27,1.0,19
4024,REP0262,DOC04197,2025-11-15,5.0,77
4025,REP0289,DOC00737,2025-05-29,8.0,64
4026,REP0413,DOC04707,2025-11-25,1.0,70
4027,REP0021,DOC01341,2026-03-24,5.0,34
4028,REP0380,DOC02378,2026-02-20,1.0,64
4029,REP0182,DOC00196,2025-09-18,8.0,20
4030,REP0184,DOC02462,2026-02-26,5.0,18
4031,REP0244,DOC01505,2025-10-04,3.0,21
4032,REP0350,DOC02116,2025-10-08,5.5,27
4033,REP0149,DOC02919,2025-05-24,10.0,74
4035,REP0100,DOC00871,2025-08-11,3.0,69
4036,REP0055,DOC00185,2025-12-23,7.0,2
4037,REP0186,DOC01690,2025-10-18,1.0,49
4038,REP0320,DOC01213,2025-11-10,3.0,75
4039,REP0086,DOC03646,2025-12-13,7.0,13
4040,REP0174,DOC00498,2025-10-11,3.0,45
4041,REP0468,DOC01566,2025-10-25,7.0,13
4042,REP0022,DOC01663,2026-02-15,3.0,52
4043,REP0244,DOC00218,2025-05-28,3.0,21
4044,REP0060,DOC04621,2026-02-06,2.0,34
4045,REP0104,DOC01362,2026-01-22,5.0,53
4046,REP0139,DOC04217,2026-01-27,1.0,71
4047,REP0303,DOC01506,2025-06-08,4.0,4
4048,REP0159,DOC02159,2026-04-23,4.0,39
4049,REP0499,DOC02057,2026-02-01,10.0,11
4050,REP0232,DOC04318,2025-05-22,3.0,65
4051,REP0077,DOC00797,2025-08-27,5.0,62
4052,REP0018,DOC04957,2025-11-10,5.0,23
4053,REP0022,DOC04051,2025-07-30,8.0,52
4054,REP0184,DOC03720,2025-05-18,8.0,18
4055,REP0145,DOC02252,2026-03-18,10.0,19
4056,REP0038,DOC02501,2026-02-16,1.0,33
4057,REP0281,DOC02309,2025-10-06,8.0,47
4058,REP0288,DOC04962,2025-12-27,9.0,38
4059,REP0143,DOC01033,2025-11-03,6.0,70
4060,REP0013,DOC03845,2026-01-20,8.0,76
4062,REP0474,DOC00340,2025-10-06,2.0,17
4063,REP0434,DOC02095,2026-05-06,9.0,57
4064,REP0267,DOC04926,2025-08-25,6.0,34
4065,REP0269,DOC04909,2026-04-15,9.0,39
4066,REP0097,DOC00489,2026-02-19,8.0,78
4068,REP0357,DOC00791,2025-08-21,7.0,61
4069,REP0294,DOC03517,2026-05-09,3.0,51
4071,REP0295,DOC01835,2025-10-24,4.0,63
4072,REP0027,DOC01187,2025-07-12,4.0,69
4073,REP0036,DOC04234,2025-05-28,5.0,50
4074,REP0160,DOC03456,2026-03-15,5.0,1
4075,REP0425,DOC04408,2026-02-27,9.0,24
4077,REP0031,DOC01707,2025-07-31,5.0,80
4078,REP0127,DOC03600,2025-05-22,8.0,42
4080,REP0345,DOC01274,2026-04-06,2.0,46
4081,REP0497,DOC00539,2025-08-28,1.0,64
4083,REP0210,DOC04213,2025-05-30,5.0,41
4084,REP0150,DOC02940,2026-01-13,10.0,19
4085,REP0031,DOC02615,2025-09-25,6.0,80
4086,REP0100,DOC00486,2026-03-10,5.0,69
4087,REP0329,DOC01387,2025-10-06,9.0,27
4088,REP0302,DOC01050,2025-08-19,6.0,29
4089,REP0451,DOC00784,2025-07-25,10.0,1
4090,REP0353,DOC03060,2025-08-31,10.0,47
4091,REP0219,DOC02925,2025-11-10,5.0,13
4092,REP0253,DOC00620,2025-06-23,7.0,37
4093,REP0171,DOC04510,2025-10-19,5.0,44
4094,REP0257,DOC03533,2025-11-22,1.0,78
4095,REP0428,DOC04525,2025-10-07,9.0,75
4096,REP0057,DOC04339,2025-11-28,4.0,8
4097,REP0009,DOC03475,2026-02-17,5.0,69
4098,REP0005,DOC01805,2025-06-16,4.0,51
4099,REP0335,DOC01099,2026-01-18,6.0,21
4101,REP0265,DOC04878,2026-04-13,1.0,65
4102,REP0173,DOC00970,2026-04-09,6.0,32
4103,REP0220,DOC01634,2025-08-08,10.0,46
4104,REP0205,DOC00360,2025-07-08,3.0,8
4105,REP0024,DOC04863,2025-06-08,3.0,19
4106,REP0493,DOC00919,2025-08-17,8.0,40
4107,REP0458,DOC00168,2025-12-14,8.0,3
4108,REP0170,DOC03322,2025-07-28,7.0,58
4109,REP0406,DOC03904,2026-04-03,10.0,59
4110,REP0103,DOC02806,2026-01-01,5.0,52
4111,REP0060,DOC02261,2025-09-28,2.0,34
4113,REP0255,DOC01870,2025-10-30,4.0,74
4114,REP0165,DOC02840,2026-03-10,8.0,25
4115,REP0372,DOC04975,2025-06-24,6.0,59
4116,REP0167,DOC00758,2025-08-23,1.0,33
4117,REP0084,DOC04784,2026-01-09,5.0,17
4118,REP0458,DOC04494,2025-11-16,8.0,3
4119,REP0202,DOC03818,2025-10-12,1.0,28
4120,REP0090,DOC01974,2025-12-11,1.0,12
4122,REP0437,DOC00098,2025-07-20,1.0,75
4123,REP0120,DOC03077,2026-04-28,6.0,74
4124,REP0156,DOC01920,2025-12-10,5.0,20
4125,REP0461,DOC02207,2025-10-15,5.0,50
4126,REP0399,DOC00087,2025-08-15,3.0,41
4127,REP0188,DOC01767,2025-09-21,2.0,15
4128,REP0188,DOC03192,2025-06-13,1.0,15
4130,REP0052,DOC03648,2026-01-03,10.0,13
4131,REP0140,DOC03678,2026-03-30,5.0,45
4132,REP0019,DOC00682,2025-12-20,10.0,10
4133,REP0480,DOC04217,2025-08-30,5.0,35
4134,REP0075,DOC04593,2025-05-16,8.0,24
4136,REP0481,DOC02470,2025-11-23,5.0,49
4137,REP0130,DOC00135,2025-05-20,7.0,27
4138,REP0055,DOC04411,2026-01-29,2.0,2
4140,REP0448,DOC03790,2025-10-19,3.0,20
4141,REP0100,DOC04107,2025-07-02,9.0,69
4142,REP0069,DOC04965,2026-01-15,1.0,10
4144,REP0299,DOC00735,2026-04-29,1.0,30
4145,REP0458,DOC01134,2026-02-23,10.0,3
4146,REP0017,DOC03099,2026-02-07,7.0,33
4147,REP0354,DOC03472,2025-11-22,4.0,56
4148,REP0116,DOC03266,2025-05-23,6.0,75
4149,REP0152,DOC01969,2025-08-18,8.0,67
4150,REP0330,DOC04112,2025-06-22,1.0,32
4151,REP0116,DOC03145,2026-04-06,1.0,75
4153,REP0323,DOC01188,2026-01-19,5.0,4
4154,REP0051,DOC00007,2025-11-14,5.0,29
4155,REP0060,DOC02109,2025-11-27,2.0,34
4156,REP0229,DOC02533,2026-04-06,2.0,30
4157,REP0259,DOC04728,2026-02-05,4.0,1
4159,REP0005,DOC01438,2025-12-30,4.0,51
4160,REP0028,DOC00936,2026-03-24,5.0,4
4161,REP0254,DOC00560,2025-10-19,4.0,74
4162,REP0364,DOC04187,2026-02-11,6.0,47
4163,REP0462,DOC00446,2025-09-15,3.0,10
4164,REP0231,DOC01309,2025-11-08,2.0,33
4165,REP0395,DOC01417,2026-05-07,5.0,34
4167,REP0357,DOC03211,2026-05-08,4.0,61
4168,REP0200,DOC00330,2026-01-08,9.0,76
4169,REP0332,DOC03398,2025-10-23,10.0,61
4170,REP0271,DOC03679,2025-07-13,1.0,34
4171,REP0339,DOC01554,2025-11-18,9.0,22
4172,REP0304,DOC03003,2025-06-08,8.0,10
4173,REP0383,DOC03530,2026-01-30,10.0,39
4174,REP0046,DOC02566,2026-01-04,4.0,33
4175,REP0028,DOC02584,2026-04-29,2.0,4
4176,REP0007,DOC02273,2026-01-19,3.0,29
4178,REP0199,DOC01815,2026-04-11,9.0,72
4179,REP0094,DOC03919,2026-05-11,10.0,9
4180,REP0082,DOC03214,2026-01-03,2.0,23
4181,REP0088,DOC03888,2026-02-01,8.0,19
4182,REP0390,DOC01223,2025-07-30,10.0,25
4183,REP0186,DOC03108,2026-03-16,1.0,49
4184,REP0243,DOC02514,2025-10-16,4.0,1
4185,REP0068,DOC04668,2026-01-31,3.0,36
4186,REP0311,DOC04534,2025-10-04,10.0,6
4187,REP0451,DOC04853,2026-02-25,2.0,1
4188,REP0433,DOC04687,2025-06-28,3.0,62
4189,REP0374,DOC04977,2025-12-08,3.0,7
4190,REP0435,DOC02552,2026-03-07,9.0,66
4192,REP0239,DOC04984,2026-01-11,5.5,27
4193,REP0390,DOC02198,2026-03-09,6.0,25
4194,REP0218,DOC04139,2025-10-21,1.0,29
4196,REP0307,DOC02367,2026-05-11,10.0,74
4197,REP0038,DOC04314,2025-05-27,5.0,33
4198,REP0395,DOC03791,2026-02-18,2.0,34
4199,REP0436,DOC02536,2025-10-29,9.0,79
4200,REP0349,DOC02376,2025-06-15,7.0,45
4201,REP0276,DOC02307,2025-09-06,6.0,65
4202,REP0010,DOC02614,2025-08-19,2.0,47
4204,REP0048,DOC04386,2025-11-07,7.0,74
4205,REP0347,DOC01663,2025-06-05,5.0,49
4206,REP0370,DOC00225,2026-02-06,5.0,26
4207,REP0014,DOC04990,2026-02-28,4.0,16
4208,REP0100,DOC02801,2026-03-08,10.0,69
4209,REP0187,DOC01281,2025-07-02,6.0,14
4211,REP0372,DOC00522,2025-05-20,7.0,59
4212,REP0379,DOC01619,2025-09-27,3.0,15
4214,REP0341,DOC03683,2025-06-16,8.0,70
4215,REP0328,DOC01602,2025-12-07,2.0,67
4216,REP0167,DOC02307,2025-05-20,4.0,33
4217,REP0122,DOC04667,2025-12-02,9.0,17
4218,REP0393,DOC03828,2025-10-19,2.0,67
4219,REP0472,DOC01216,2026-04-08,6.0,63
4220,REP0095,DOC00943,2025-05-29,9.0,71
4221,REP0025,DOC03932,2026-02-02,3.0,58
4223,REP0426,DOC02206,2025-05-20,4.0,6
4225,REP0444,DOC00261,2026-04-07,10.0,70
4226,REP0323,DOC00390,2025-11-30,8.0,4
4227,REP0341,DOC04741,2026-03-12,8.0,70
4228,REP0313,DOC04228,2026-03-06,5.0,66
4229,REP0072,DOC00408,2026-04-01,5.0,64
4230,REP0270,DOC02044,2025-08-31,5.0,26
4231,REP0250,DOC00567,2025-09-12,5.0,53
4232,REP0295,DOC04782,2025-12-08,6.0,63
4233,REP0144,DOC03371,2026-02-28,4.0,31
4234,REP0274,DOC01980,2026-04-24,7.0,50
4236,REP0075,DOC02007,2025-09-15,1.0,24
4237,REP0102,DOC03839,2025-08-27,2.0,25
4238,REP0020,DOC02316,2026-02-06,7.0,69
4239,REP0117,DOC00101,2025-06-10,3.0,18
4240,REP0174,DOC04757,2026-04-10,5.0,45
4241,REP0373,DOC03445,2026-01-24,1.0,56
4242,REP0173,DOC00033,2025-06-21,10.0,32
4243,REP0004,DOC04332,2025-08-13,10.0,16
4244,REP0340,DOC04603,2026-02-18,10.0,21
4245,REP0479,DOC00332,2025-12-08,8.0,38
4246,REP0148,DOC03517,2025-12-23,4.0,39
4247,REP0395,DOC04582,2026-01-18,10.0,34
4249,REP0321,DOC00158,2025-08-02,8.0,16
4250,REP0492,DOC03109,2025-09-02,10.0,1
4251,REP0402,DOC04946,2026-03-11,5.0,26
4252,REP0167,DOC02192,2025-06-13,2.0,33
4253,REP0300,DOC03629,2026-02-28,9.0,51
4254,REP0481,DOC03783,2026-01-22,6.0,49
4255,REP0118,DOC03822,2025-07-07,8.0,76
4256,REP0100,DOC02689,2026-05-10,2.0,69
4257,REP0274,DOC00693,2026-04-08,5.0,50
4258,REP0175,DOC01052,2025-10-19,3.0,61
4259,REP0159,DOC03884,2026-04-27,8.0,39
4260,REP0384,DOC02923,2025-10-09,1.0,57
4261,REP0227,DOC02099,2026-04-26,9.0,10
4262,REP0423,DOC02157,2025-06-08,6.0,40
4263,REP0038,DOC00134,2026-02-18,1.0,33
4264,REP0463,DOC03751,2026-05-04,3.0,5
4265,REP0431,DOC02128,2025-09-13,8.0,6
4266,REP0198,DOC02386,2026-03-02,8.0,16
4267,REP0136,DOC04528,2025-07-13,3.0,8
4268,REP0104,DOC04198,2025-10-12,10.0,53
4269,REP0470,DOC04427,2025-05-18,8.0,2
4270,REP0193,DOC04472,2026-03-25,6.0,16
4271,REP0250,DOC02279,2026-03-02,5.0,53
4272,REP0013,DOC01475,2025-11-28,2.0,76
4273,REP0055,DOC04860,2025-12-03,1.0,2
4274,REP0344,DOC04520,2025-10-25,1.0,12
4275,REP0085,DOC01049,2025-08-16,3.0,62
4276,REP0109,DOC00416,2026-04-23,7.0,53
4277,REP0043,DOC04398,2025-12-17,9.0,12
4278,REP0388,DOC02167,2025-12-04,2.0,17
4279,REP0071,DOC02379,2026-04-19,6.0,24
4281,REP0268,DOC04455,2026-04-29,9.0,72
4282,REP0059,DOC00289,2025-11-06,10.0,74
4283,REP0461,DOC02601,2025-10-15,3.0,50
4284,REP0438,DOC01726,2026-03-08,5.0,8
4286,REP0272,DOC00717,2025-09-15,8.0,54
4287,REP0390,DOC03413,2026-04-07,1.0,25
4288,REP0014,DOC04023,2025-07-16,3.0,16
4289,REP0371,DOC02394,2025-12-19,6.0,14
4290,REP0112,DOC04081,2026-05-10,6.0,39
4291,REP0379,DOC03063,2025-05-16,4.0,15
4292,REP0314,DOC01013,2026-03-11,5.0,77
4294,REP0228,DOC02134,2025-09-03,3.0,56
4295,REP0485,DOC01947,2026-04-07,5.0,50
4298,REP0291,DOC02898,2025-07-10,1.0,50
4299,REP0246,DOC03076,2026-05-07,6.0,6
4300,REP0266,DOC03905,2025-08-26,5.0,32
4301,REP0337,DOC03256,2025-10-23,5.0,42
4302,REP0243,DOC02348,2025-06-26,4.0,1
4303,REP0490,DOC00528,2026-01-03,9.0,76
4304,REP0158,DOC02654,2025-05-21,9.0,61
4306,REP0439,DOC02697,2025-12-15,7.0,26
4307,REP0327,DOC01282,2026-01-12,3.0,67
4308,REP0018,DOC04651,2025-12-23,1.0,23
4309,REP0083,DOC03280,2026-02-27,1.0,30
4310,REP0335,DOC04017,2026-01-14,3.0,21
4311,REP0231,DOC04827,2025-06-27,3.0,33
4312,REP0492,DOC03295,2025-12-29,5.0,1
4313,REP0342,DOC03937,2025-09-12,8.0,1
4314,REP0253,DOC01045,2025-12-04,6.0,37
4315,REP0167,DOC03440,2025-05-15,8.0,33
4316,REP0042,DOC00313,2025-11-26,7.0,43
4317,REP0249,DOC00316,2026-03-16,1.0,3
4318,REP0248,DOC02451,2026-04-01,10.0,5
4319,REP0438,DOC01891,2025-12-18,8.0,8
4320,REP0380,DOC03619,2026-04-24,1.0,64
4321,REP0286,DOC04222,2026-02-05,5.0,75
4322,REP0020,DOC04001,2025-12-15,3.0,69
4327,REP0345,DOC02029,2025-06-24,10.0,46
4328,REP0087,DOC02093,2025-11-20,6.0,59
4329,REP0261,DOC04932,2026-05-03,6.0,45
4330,REP0306,DOC02908,2025-12-18,8.0,17
4331,REP0297,DOC03144,2026-04-23,9.0,38
4332,REP0350,DOC00728,2025-05-24,2.0,27
4333,REP0240,DOC04194,2025-06-24,5.0,49
4334,REP0167,DOC01468,2026-05-01,5.0,33
4335,REP0313,DOC01115,2026-05-01,10.0,66
4336,REP0219,DOC01678,2026-04-05,8.0,13
4337,REP0441,DOC02044,2026-01-15,9.0,45
4338,REP0490,DOC02165,2025-09-29,5.0,76
4340,REP0391,DOC03115,2026-04-15,3.0,68
4341,REP0133,DOC04167,2026-02-20,6.0,29
4342,REP0207,DOC04854,2025-06-14,7.0,60
4343,REP0051,DOC02844,2026-03-21,3.0,29
4344,REP0106,DOC02887,2025-10-11,2.0,16
4345,REP0392,DOC04822,2025-06-09,2.0,10
4346,REP0184,DOC00107,2025-05-15,9.0,18
4347,REP0201,DOC04871,2025-09-04,6.0,24
4348,REP0011,DOC02342,2025-06-27,2.0,62
4349,REP0254,DOC04053,2025-06-06,5.0,74
4350,REP0150,DOC01131,2025-06-12,7.0,19
4351,REP0354,DOC01110,2025-06-04,1.0,56
4354,REP0395,DOC02642,2026-02-12,5.0,34
4355,REP0444,DOC03074,2025-12-02,6.0,70
4358,REP0143,DOC02536,2025-08-11,10.0,70
4359,REP0166,DOC00916,2026-01-07,4.0,56
4361,REP0046,DOC03320,2025-12-16,8.0,33
4362,REP0242,DOC03041,2026-03-16,4.0,33
4363,REP0344,DOC04904,2025-08-08,8.0,12
4364,REP0427,DOC04644,2026-02-25,9.0,66
4366,REP0278,DOC02995,2025-09-11,8.0,5
4368,REP0142,DOC02175,2025-11-26,8.0,36
4369,REP0386,DOC01328,2025-09-28,1.0,44
4370,REP0061,DOC04891,2025-06-29,2.0,7
4371,REP0416,DOC03886,2025-12-16,10.0,62
4372,REP0496,DOC00840,2025-05-25,3.0,60
4373,REP0294,DOC03837,2026-02-27,2.0,51
4374,REP0225,DOC03314,2026-03-28,6.0,25
4375,REP0302,DOC03649,2026-05-04,8.0,29
4376,REP0170,DOC00548,2025-08-23,10.0,58
4377,REP0134,DOC04163,2026-02-20,9.0,37
4378,REP0041,DOC03667,2025-06-25,9.0,51
4379,REP0231,DOC04778,2025-06-23,1.0,33
4380,REP0409,DOC02627,2025-06-05,9.0,53
4381,REP0226,DOC04933,2026-03-17,8.0,66
4382,REP0139,DOC03877,2025-06-04,6.0,71
4383,REP0110,DOC01326,2025-11-24,3.0,42
4385,REP0297,DOC02872,2026-04-18,2.0,38
4387,REP0057,DOC01102,2026-01-04,4.0,8
4388,REP0430,DOC00030,2026-04-21,7.0,79
4390,REP0240,DOC02811,2026-04-12,2.0,49
4391,REP0086,DOC04927,2025-07-05,6.0,13
4392,REP0176,DOC03949,2025-07-24,8.0,47
4393,REP0063,DOC03805,2025-09-15,7.0,58
4395,REP0138,DOC04465,2026-03-06,9.0,17
4396,REP0469,DOC03732,2025-06-25,5.0,40
4397,REP0454,DOC04398,2025-08-12,4.0,38
4400,REP0226,DOC03751,2025-06-04,5.0,66
4401,REP0443,DOC03135,2026-01-23,6.0,5
4402,REP0206,DOC04933,2025-06-27,3.0,58
4404,REP0027,DOC04607,2026-02-13,7.0,69
4405,REP0457,DOC03066,2025-12-09,1.0,77
4406,REP0183,DOC00887,2025-07-01,6.0,57
4407,REP0198,DOC01559,2025-08-30,8.0,16
4408,REP0479,DOC03808,2026-01-18,5.0,38
4409,REP0337,DOC02986,2025-08-01,5.0,42
4410,REP0437,DOC03785,2025-09-19,7.0,75
4411,REP0107,DOC02047,2025-10-26,5.0,57
4412,REP0444,DOC04891,2025-05-24,7.0,70
4415,REP0085,DOC03299,2026-04-23,9.0,62
4416,REP0155,DOC03399,2026-04-08,2.0,58
4417,REP0169,DOC04373,2025-06-16,9.0,6
